Sample Count	Delta Time	Time Stamp	Time Milliseconds	Voltage A7	Voltage A15	Power A7	Power A15	Voltage Memory	Power Memory	Voltage GPU	Power GPU	Core 0 CycleCount	Core 0 Event 0x16	Core 0 Event 0x17	Core 0 Event 0x04	Core 0 Event 0x03	Core 1 CycleCount	Core 1 Event 0x16	Core 1 Event 0x17	Core 1 Event 0x04	Core 1 Event 0x03	Core 2 CycleCount	Core 2 Event 0x16	Core 2 Event 0x17	Core 2 Event 0x04	Core 2 Event 0x03	Core 3 CycleCount	Core 3 Event 0x16	Core 3 Event 0x17	Core 3 Event 0x04	Core 3 Event 0x03	Core 4 CycleCount	Core 4 Event 0x62	Core 4 Event 0x16	Core 4 Event 0x14	Core 4 Event 0x04	Core 4 Event 0x08	Core 4 Event 0x11	Core 5 CycleCount	Core 5 Event 0x62	Core 5 Event 0x16	Core 5 Event 0x14	Core 5 Event 0x04	Core 5 Event 0x08	Core 5 Event 0x11	Core 6 CycleCount	Core 6 Event 0x62	Core 6 Event 0x16	Core 6 Event 0x14	Core 6 Event 0x04	Core 6 Event 0x08	Core 6 Event 0x11	Core 7 CycleCount	Core 7 Event 0x62	Core 7 Event 0x16	Core 7 Event 0x14	Core 7 Event 0x04	Core 7 Event 0x08	Core 7 Event 0x11	Average Utilisation	Core 0 Raw Utilisation	Core 1 Raw Utilisation	Core 2 Raw Utilisation	Core 3 Raw Utilisation	Core 4 Raw Utilisation	Core 5 Raw Utilisation	Core 6 Raw Utilisation	Core 7 Raw Utilisation	Temperature 0	Temperature 1	Temperature 2	Temperature 3	Temperature 4
231	0.204957	2018-11-19 23:48:42	1542633522666	0.91	1.21375	0.0364	5.4585	1.2225	0.36049	0.99875	0.113772	3526280890	95501262	2857759	732407627	10737903	383367064	9124179	572901	68044679	1227960	273480220	6566928	439973	45834889	830247	287488926	6799025	479020	49839672	928201	3458229985	1721287169	2107002608	1029969145	2872887275	2235799380	3458232919	3470055545	906077446	1119996687	2510779950	3805593493	3444665559	3470056955	3417004277	948421807	2349030319	1019536316	2037794529	2866020054	3417004993	3540427880	1064835876	1026287982	3135195945	2197593754	2280502128	3540428834	cpu  2854080 102 458583 8133353 6054 48 4247 0 0 0	cpu0 46108 0 87763 1269045 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118976 1240467 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244163 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1273895 1564 2 0 0 0 00 0 0 0 0	cpu4 666557 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648208 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666740 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642475 57 17147 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
232	0.204952	2018-11-19 23:48:42	1542633522871	0.91	1.21375	0.03367	5.471843	1.2225	0.36049	0.9975	0.113658	3528086857	95544959	2858802	732770633	10742635	384130208	9143302	573267	68191054	1230190	274081648	6583290	440414	45945949	832361	287938131	6810992	479472	49920917	929644	3827059140	1724195822	2118460489	1061282574	2948168592	2404253336	3827062261	3838891213	915141651	1125153468	2569336449	3938031552	3761910649	3838892259	3785841416	963861774	2358013347	1091327238	2234672077	3267944298	3785842147	3909267072	1071199223	1030147598	3195054044	2361874030	2598198667	3909268051	cpu  2854162 102 458583 8133434 6054 48 4247 0 0 0	cpu0 46108 0 87763 1269065 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118976 1240488 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244183 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1273915 1564 2 0 0 0 00 0 0 0 0	cpu4 666578 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648228 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666760 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642495 57 17148 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
233	0.205077	2018-11-19 23:48:43	1542633523076	0.91	1.21375	0.03367	5.471843	1.2225	0.36049	0.9975	0.113658	3528446841	95555713	2859233	732830679	10744135	384633255	9156473	573627	68284114	1231688	274760004	6602178	440848	46070870	834669	288083396	6814479	479519	49946519	930073	4196142999	1727085827	2130112548	1093243627	3025109666	2576442768	4196146016	4207983091	924771488	1130565611	2633089931	4078792318	4099530400	4207983883	4154931091	979196683	2366809814	1161842447	2428058339	3662736757	4154931856	4278358094	1077565383	1033956367	3254245188	2524296683	2912301081	4278358831	cpu  2854243 102 458584 8133515 6054 48 4247 0 0 0	cpu0 46108 0 87763 1269085 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118976 1240508 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244203 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1273936 1564 2 0 0 0 00 0 0 0 0	cpu4 666598 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648249 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666781 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642515 57 17148 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 76000	sensor3 : 75000	sensor4 : 56000
234	0.204893	2018-11-19 23:48:43	1542633523281	0.91	1.21375	0.02275	5.481547	1.2225	0.36049	0.99875	0.113772	3530086294	95595160	2859527	733166550	10748192	385390176	9175206	573781	68430803	1233846	275313986	6617401	441077	46173190	836590	288510897	6825532	479811	50026368	931330	270086494	1729367662	2140813281	1139129527	3111099633	2767639390	270089455	281912331	933852516	1135696848	2691302712	4210584665	120025337	281913045	228863063	994942249	2375900776	1234397356	2627180956	4069301461	228863789	352286353	1083899071	1037778688	3313767368	2687694631	3228290413	352287061	cpu  2854325 102 458584 8133596 6054 48 4247 0 0 0	cpu0 46108 0 87763 1269105 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118976 1240528 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244224 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1273956 1564 2 0 0 0 00 0 0 0 0	cpu4 666619 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648269 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666801 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642535 57 17148 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
235	0.20496	2018-11-19 23:48:43	1542633523486	0.91	1.21375	0.02275	5.487612	1.2225	0.358046	0.99875	0.113772	3532321158	95653078	2860657	733606164	10754432	386307176	9198768	574556	68602889	1236815	275760437	6629865	441388	46253762	838226	288938180	6836620	480072	50107041	932533	638941859	1732301415	2152150864	1170209534	3185712088	2934543764	638945105	650770218	943396186	1141087022	2754441341	55202543	455128820	650771231	597719596	1010258732	2384702152	1304922198	2820593857	169181587	597720529	721145035	1090250167	1041576745	3372805545	2849711047	3541613172	721146144	cpu  2854407 102 458584 8133677 6054 48 4247 0 0 0	cpu0 46108 0 87763 1269125 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118976 1240548 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244244 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1273977 1564 2 0 0 0 00 0 0 0 0	cpu4 666639 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648290 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666822 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642555 57 17149 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
236	0.204919	2018-11-19 23:48:43	1542633523691	0.91	1.21375	0.02275	5.488825	1.2225	0.356824	0.99875	0.113772	3534704953	95714906	2861371	734082619	10760927	387196318	9221286	574788	68773867	1239365	276347514	6645722	441598	46363707	840219	289148704	6842071	480157	50145186	933218	1007840219	1735210935	2163530584	1201287766	3260388672	3101623876	1007842866	1019671983	952485022	1146253802	2813329963	187998631	772902930	1019673248	966622393	1025706555	2393665226	1376602271	3017168732	570479158	966623639	1090046366	1096607507	1045438122	3432677284	3014087167	3859503602	1090047109	cpu  2854488 102 458585 8133757 6054 48 4247 0 0 0	cpu0 46108 0 87763 1269145 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118976 1240568 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244264 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1273997 1564 2 0 0 0 00 0 0 0 0	cpu4 666660 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648310 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666842 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642575 57 17149 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
237	0.205052	2018-11-19 23:48:43	1542633523896	0.91	1.21375	0.02184	5.480334	1.2225	0.359268	0.9975	0.113658	3536562430	95761441	2861710	734462233	10765595	387963145	9240179	574914	68922768	1241513	276971201	6662952	441843	46479037	842356	289360789	6847585	480222	50183515	933900	1376844329	1738145739	2174900840	1232382829	3335117845	3268824081	1376848050	1388674678	961952245	1151609869	2875694442	326407145	1105303980	1388675837	1335623008	1040992541	2402475267	1447208553	3210713803	965574334	1335624266	1459051625	1102979637	1049260746	3492033914	3176962171	4174486950	1459052400	cpu  2854570 102 458585 8133838 6054 48 4247 0 0 0	cpu0 46108 0 87763 1269165 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118976 1240589 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244285 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1274017 1564 2 0 0 0 00 0 0 0 0	cpu4 666680 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648331 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666863 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642595 57 17150 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
238	0.204814	2018-11-19 23:48:44	1542633524101	0.91	1.21375	0.02184	5.480334	1.2225	0.359268	0.9975	0.113658	3538086267	95803753	2864431	734734034	10771093	388519655	9254833	575137	69024953	1243390	277235250	6669917	441969	46527521	843263	289457348	6849821	480255	50199140	934195	1745788664	1741043271	2186362486	1263673431	3410412635	3437331313	1745791926	1757611630	971147937	1156833093	2935560520	460859750	1426937348	1757612962	1704562592	1056426293	2411408930	1518688878	3406736152	1365744330	1704563315	1827991273	1109341746	1053114013	3551805501	3341019296	196782670	1827991998	cpu  2854651 102 458586 8133918 6054 48 4247 0 0 0	cpu0 46108 0 87763 1269184 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118976 1240609 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244305 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1274038 1564 2 0 0 0 00 0 0 0 0	cpu4 666701 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648351 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666883 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642615 57 17150 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
239	0.204964	2018-11-19 23:48:44	1542633524306	0.91	1.21375	0.02275	5.469417	1.2225	0.359268	0.99875	0.113772	3579049161	96955377	2897536	743226269	10895464	391102613	9319333	579472	69499878	1250693	278261428	6696408	443371	46710600	846593	290259159	6870463	481674	50340650	936684	2114552559	1743917251	2197986428	1295615676	3487231843	3609219708	2114555526	2126380853	980452726	1162102578	2996653672	596926636	1753848574	2126382222	2073331726	1071746781	2420247941	1589509071	3600815791	1761916094	2073332470	2196758067	1115697583	1056931661	3611100255	3503751154	511478442	2196760000	cpu  2854737 102 458603 8133979 6054 48 4247 0 0 0	cpu0 46112 0 87780 1269184 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118976 1240628 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244325 1329 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91233 1274058 1564 2 0 0 0 00 0 0 0 0	cpu4 666721 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648372 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666904 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642635 57 17151 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
240	0.205072	2018-11-19 23:48:44	1542633524511	0.91	1.21375	0.03003	5.475482	1.2225	0.359268	0.99875	0.113772	3620068431	98093300	2924949	751804239	11021168	394248375	9400402	584139	70081699	1259195	279892606	6738832	447298	46997590	852549	290873917	6886368	482598	50446680	938754	2483695394	1746194027	2208637797	1341381227	3572867431	3799615383	2483698265	2495525818	989804256	1167364563	3057368821	732625545	2078346678	2495527145	2442475897	1087338871	2429191512	1661079561	3797002687	2162414038	2442476647	2565899482	1122035024	1060726443	3670196641	3665809083	824844138	2565900207	cpu  2854823 102 458620 8134037 6055 48 4247 0 0 0	cpu0 46117 0 87795 1269184 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118976 1240648 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244344 1330 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91234 1274078 1564 2 0 0 0 00 0 0 0 0	cpu4 666742 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648392 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666924 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642655 57 17151 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
241	0.204966	2018-11-19 23:48:44	1542633524716	0.91	1.21375	0.03549	5.477908	1.2225	0.355602	0.99875	0.113772	3661060148	99217461	2946770	760521247	11145907	396297807	9451580	586571	70462847	1264139	281028362	6768455	449092	47195191	856288	291594874	6904891	483369	50578242	941139	2852591889	1749104000	2219953315	1372382512	3647294730	3966111858	2852594953	2864418870	999050908	1172616063	3117827226	867938979	2403291161	2864419893	2811372128	1102655348	2438044212	1731992814	3991297868	2559026634	2811372873	2934801367	1128367838	1064546624	3729531366	3828579571	1139602756	2934802428	cpu  2854910 102 458637 8134097 6055 48 4247 0 0 0	cpu0 46122 0 87811 1269184 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118977 1240667 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244364 1330 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91235 1274099 1564 2 0 0 0 00 0 0 0 0	cpu4 666762 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648413 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666945 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642675 57 17152 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
242	0.205006	2018-11-19 23:48:44	1542633524921	0.91	1.21375	0.03549	5.477908	1.2225	0.355602	0.99875	0.113772	3686751657	99838973	2972359	766160538	11225914	397609763	9483596	589963	70696721	1267520	281864946	6790510	451054	47332578	859235	291849971	6910765	483749	50618767	941895	3221551749	1752045400	2231300477	1403381070	3721756342	4132702693	3221555011	3233385324	1008398866	1177910009	3179222082	1004578523	2730198061	3233386816	3180333739	1117976772	2446890257	1802834365	4185437908	2955329990	3180334508	3303761632	1134733774	1068381113	3789055034	3991907626	1455448585	3303762409	cpu  2854997 102 458645 8134165 6055 48 4247 0 0 0	cpu0 46128 0 87818 1269192 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118977 1240687 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244384 1330 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91235 1274119 1564 2 0 0 0 00 0 0 0 0	cpu4 666783 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648433 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666965 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642695 57 17152 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
243	0.204993	2018-11-19 23:48:45	1542633525126	0.91	1.21375	0.03549	5.442731	1.2225	0.36049	0.99875	0.113772	3688777017	99889932	2974025	766552179	11231374	398420230	9504573	590614	70849244	1269954	282567006	6809892	451587	47460891	861709	292522245	6927774	484407	50743157	943908	3590523324	1754950757	2242693649	1434530315	3796627264	5262687	3590526739	3602356708	1017596644	1183131647	3239053291	1139050834	3052782662	3602357659	3549309573	1133400366	2455826202	1874306757	86466642	3355456209	3549310286	3672734319	1141102499	1072241328	3848888033	4156182762	1773150737	3672735023	cpu  2855078 102 458645 8134246 6055 48 4247 0 0 0	cpu0 46128 0 87818 1269212 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118977 1240707 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244405 1330 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91235 1274139 1564 2 0 0 0 00 0 0 0 0	cpu4 666803 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648454 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 666986 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642715 57 17153 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
244	0.205052	2018-11-19 23:48:45	1542633525331	0.91	1.21375	0.02457	5.464565	1.2225	0.358046	0.9975	0.113658	3690419495	99929401	2974376	766888425	11235459	399080845	9521857	591309	70972838	1272331	283124397	6825090	451883	47562735	863643	293176582	6944575	484825	50866054	945718	3959652369	1757882569	2254156321	1465847625	3871932765	173775638	3959655484	3971475298	1027036058	1188467835	3301329528	1277125798	3383461882	3971476389	3918426137	1148787883	2464679673	1945237934	280972989	3752522626	3918426844	4041852477	1147465352	1076063258	3908257730	24173102	2088294659	4041853718	cpu  2855160 102 458646 8134326 6055 48 4247 0 0 0	cpu0 46128 0 87818 1269232 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118977 1240728 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244425 1330 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91235 1274159 1564 2 0 0 0 00 0 0 0 0	cpu4 666824 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648474 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 667006 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642735 57 17153 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
245	0.204939	2018-11-19 23:48:45	1542633525536	0.91	1.21375	0.02184	5.459713	1.2225	0.359268	0.9975	0.113658	3692120033	99971235	2974861	767236559	11239773	399572568	9534463	591363	71066304	1273984	283720776	6841600	452213	47672082	865746	293833486	6961775	485209	50989395	947641	33565933	1760745924	2265874365	1498028898	3949371266	347071111	33569332	45388612	1036150733	1193649047	3360382651	1410418975	3702905469	45389745	4287306269	1164252992	2473654679	2016966908	477792085	4154361878	4287307273	115761653	1153834817	1079930885	3968222125	188783294	2406633017	115763269	cpu  2855241 102 458646 8134408 6055 48 4247 0 0 0	cpu0 46128 0 87818 1269252 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118977 1240748 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244445 1330 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91235 1274180 1564 2 0 0 0 00 0 0 0 0	cpu4 666844 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648495 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 667027 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642755 57 17154 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
246	0.204908	2018-11-19 23:48:45	1542633525741	0.91125	1.21375	0.022775	5.456074	1.2225	0.355602	0.9975	0.113658	3694077243	100021967	2976725	767618734	11245576	400064460	9546703	591410	71160274	1275500	284270715	6856357	452546	47772006	867564	294571894	6980817	485685	51128400	949677	402489170	1763050319	2276518402	1543710371	4034940820	537343487	402492173	414317697	1045838054	1199067077	3423960633	1551007571	4039978826	414319377	361270028	1179794910	2482514191	2087971893	672452533	256780837	361270742	484700373	1160175279	1083697572	4027003073	350065712	2718532670	484701134	cpu  2855323 102 458647 8134488 6055 48 4247 0 0 0	cpu0 46128 0 87818 1269272 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118977 1240768 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244465 1330 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91235 1274200 1564 2 0 0 0 00 0 0 0 0	cpu4 666865 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648515 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 667047 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642775 57 17154 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 67000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
247	0.205016	2018-11-19 23:48:45	1542633525946	0.91125	1.21375	0.022775	5.456074	1.2225	0.355602	0.9975	0.113658	3695386782	100057852	2978105	767855854	11250249	400157446	9548835	591421	71175582	1275760	284715999	6868594	452832	47852170	869105	295022859	6992438	485965	51211836	950987	771439803	1765972030	2287897607	1574855554	4109772912	704767651	771443095	783269340	1054876257	1204218168	3482297037	1683058579	61161480	783270080	730218182	1195262219	2491515760	2159899546	869724152	659523211	730220065	853639505	1166531483	1087556239	4086823024	514218780	3035982590	853640226	cpu  2855404 102 458647 8134569 6055 48 4247 0 0 0	cpu0 46128 0 87818 1269292 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118977 1240789 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244486 1330 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91235 1274220 1564 2 0 0 0 00 0 0 0 0	cpu4 666885 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648536 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 667068 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642795 57 17155 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
248	0.204979	2018-11-19 23:48:46	1542633526151	0.91125	1.21375	0.021864	5.460926	1.2225	0.355602	0.9975	0.113658	3697814379	100120075	2979068	768336266	11257111	400829050	9565875	591636	71304637	1277911	285120404	6879642	453028	47926279	870537	295450130	7004000	486188	51289712	952518	1140279868	1768902152	2299254676	1605859114	4184302719	871529418	1140282668	1152111815	1064498023	1209638773	3546022895	1823782749	398858362	1152112550	1099061314	1210573798	2500302179	2230376327	1062893388	1053838108	1099062063	1222490570	1172888172	1091361642	4146000544	676671868	3350155527	1222491611	cpu  2855486 102 458648 8134650 6055 48 4247 0 0 0	cpu0 46128 0 87818 1269311 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118977 1240809 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244506 1330 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91235 1274241 1564 2 0 0 0 00 0 0 0 0	cpu4 666906 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648556 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 667088 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642815 57 17155 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
249	0.204931	2018-11-19 23:48:46	1542633526356	0.91125	1.21375	0.022775	5.459713	1.2225	0.358046	0.9975	0.113658	3702292922	100217224	2988099	769250826	11272524	401792501	9591103	592263	71486158	1281054	285431126	6887681	453103	47984261	871554	296101593	7021440	486906	51405908	954621	1509333792	1771826933	2310660644	1637031797	4259264875	1039268508	1509337104	1521164934	1073508198	1214767833	3604299428	1955574169	714322404	1521166035	1468112470	1226038864	2509297472	2302305465	1260121710	1456455368	1468113188	1591536719	1179265075	1095230920	4205970716	841337425	3668611956	1591538977	cpu  2855567 102 458651 8134729 6055 48 4247 0 0 0	cpu0 46128 0 87820 1269330 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118978 1240829 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244527 1330 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91235 1274261 1564 2 0 0 0 00 0 0 0 0	cpu4 666926 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648577 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 667109 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642835 57 17156 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
250	0.204913	2018-11-19 23:48:46	1542633526560	0.91125	1.21375	0.026419	5.442731	1.2225	0.359268	0.9975	0.113658	3743279844	101391159	3015787	777748654	11394646	404271769	9652764	595477	71946244	1286940	285927667	6900482	453481	48072107	873121	297401091	7054214	489122	51636365	958610	1878159948	1774724611	2322058246	1668223565	39199212	1206843800	1878163498	1889992745	1083006861	1220133957	3667015052	2094418785	1047699340	1889993445	1836943648	1241289607	2518062838	2372593372	1452723413	1849606400	1836944386	1960369790	1185602543	1099026908	4265004787	1003299382	3981809424	1960371327	cpu  2855653 102 458668 8134789 6055 48 4247 0 0 0	cpu0 46132 0 87836 1269330 214 30 4241 0 0 0 0 0 0	cpu1 62704 0 118978 1240849 1295 6 0 0 0 0 0 0 0 0	cpu2 62149 0 117089 1244547 1330 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91235 1274281 1564 2 0 0 0 00 0 0 0 0	cpu4 666947 32 9066 768050 410 0 3 0 0 000 0 0 0 0	cpu5 648597 3 7292 788355 488 0 0 0 0 0000 0 0 0 0	cpu6 667129 10 10015 766690 374 0 0 0 0 00 0 0 0 0	cpu7 642855 57 17156 782686 379 0 1 0 0 00 0 0 0 0	sensor0 : 66000	sensor1 : 66000	sensor2 : 77000	sensor3 : 75000	sensor4 : 56000
